date,target_slot,issue_date,issue_time,lead_time_hours,pv_forecast_op_kW
2025-02-21,128,2025-02-21,18:00:00,3.5,0.0
2025-02-21,129,2025-02-21,18:00:00,3.6666666666666665,0.0
2025-02-21,130,2025-02-21,18:00:00,3.8333333333333335,0.0
2025-02-21,131,2025-02-21,18:00:00,4.0,0.0
2025-02-21,132,2025-02-21,18:00:00,4.166666666666667,0.0
2025-02-21,133,2025-02-21,18:00:00,4.333333333333333,0.0
2025-02-21,134,2025-02-21,18:00:00,4.5,0.0
2025-02-21,135,2025-02-21,18:00:00,4.666666666666667,0.0
2025-02-21,136,2025-02-21,18:00:00,4.833333333333333,0.0
2025-02-21,137,2025-02-21,18:00:00,5.0,0.0
2025-02-21,138,2025-02-21,18:00:00,5.166666666666667,0.0
2025-02-21,139,2025-02-21,18:00:00,5.333333333333333,0.0
2025-02-21,140,2025-02-21,18:00:00,5.5,0.0
2025-02-21,141,2025-02-21,18:00:00,5.666666666666667,0.0
2025-02-21,142,2025-02-21,18:00:00,5.833333333333333,0.0
2025-02-21,143,2025-02-21,18:00:00,6.0,0.0
2025-02-22,0,2025-02-21,18:00:00,6.166666666666667,0.0
2025-02-22,1,2025-02-21,18:00:00,6.333333333333333,0.0
2025-02-22,2,2025-02-21,18:00:00,6.5,0.0
2025-02-22,3,2025-02-21,18:00:00,6.666666666666667,0.0
2025-02-22,4,2025-02-21,18:00:00,6.833333333333333,0.0
2025-02-22,5,2025-02-22,00:00:00,1.0,0.0
2025-02-22,6,2025-02-22,00:00:00,1.1666666666666667,0.0
2025-02-22,7,2025-02-22,00:00:00,1.3333333333333333,0.0
2025-02-22,8,2025-02-22,00:00:00,1.5,0.0
2025-02-22,9,2025-02-22,00:00:00,1.6666666666666667,0.0
2025-02-22,10,2025-02-22,00:00:00,1.8333333333333333,0.0
2025-02-22,11,2025-02-22,00:00:00,2.0,0.0
2025-02-22,12,2025-02-22,00:00:00,2.1666666666666665,0.0
2025-02-22,13,2025-02-22,00:00:00,2.3333333333333335,0.0
2025-02-22,14,2025-02-22,00:00:00,2.5,0.0
2025-02-22,15,2025-02-22,00:00:00,2.6666666666666665,0.0
2025-02-22,16,2025-02-22,00:00:00,2.8333333333333335,0.0
2025-02-22,17,2025-02-22,00:00:00,3.0,0.0
2025-02-22,18,2025-02-22,00:00:00,3.1666666666666665,0.0
2025-02-22,19,2025-02-22,00:00:00,3.3333333333333335,0.0
2025-02-22,20,2025-02-22,00:00:00,3.5,0.0
2025-02-22,21,2025-02-22,00:00:00,3.6666666666666665,0.0
2025-02-22,22,2025-02-22,00:00:00,3.8333333333333335,0.0
2025-02-22,23,2025-02-22,00:00:00,4.0,0.0
2025-02-22,24,2025-02-22,00:00:00,4.166666666666667,0.0
2025-02-22,25,2025-02-22,00:00:00,4.333333333333333,0.0
2025-02-22,26,2025-02-22,00:00:00,4.5,0.0
2025-02-22,27,2025-02-22,00:00:00,4.666666666666667,0.0
2025-02-22,28,2025-02-22,00:00:00,4.833333333333333,0.0
2025-02-22,29,2025-02-22,00:00:00,5.0,0.0
2025-02-22,30,2025-02-22,00:00:00,5.166666666666667,0.0
2025-02-22,31,2025-02-22,00:00:00,5.333333333333333,0.0
2025-02-22,32,2025-02-22,00:00:00,5.5,0.0
2025-02-22,33,2025-02-22,00:00:00,5.666666666666667,0.0
2025-02-22,34,2025-02-22,00:00:00,5.833333333333333,0.0
2025-02-22,35,2025-02-22,00:00:00,6.0,0.0
2025-02-22,36,2025-02-22,00:00:00,6.166666666666667,159.30419999999998
2025-02-22,37,2025-02-22,00:00:00,6.333333333333333,318.60839999999996
2025-02-22,38,2025-02-22,00:00:00,6.5,477.9126
2025-02-22,39,2025-02-22,00:00:00,6.666666666666667,637.2167999999999
2025-02-22,40,2025-02-22,00:00:00,6.833333333333333,796.5210000000001
2025-02-22,41,2025-02-22,06:00:00,1.0,902.2661
2025-02-22,42,2025-02-22,06:00:00,1.1666666666666667,1213.5581
2025-02-22,43,2025-02-22,06:00:00,1.3333333333333333,1524.8500999999999
2025-02-22,44,2025-02-22,06:00:00,1.5,1836.1421
2025-02-22,45,2025-02-22,06:00:00,1.6666666666666667,2147.4340999999995
2025-02-22,46,2025-02-22,06:00:00,1.8333333333333333,2458.7261
2025-02-22,47,2025-02-22,06:00:00,2.0,2770.0181
2025-02-22,48,2025-02-22,06:00:00,2.1666666666666665,3054.2873666666665
2025-02-22,49,2025-02-22,06:00:00,2.3333333333333335,3338.556633333333
2025-02-22,50,2025-02-22,06:00:00,2.5,3622.8259
2025-02-22,51,2025-02-22,06:00:00,2.6666666666666665,3907.095166666667
2025-02-22,52,2025-02-22,06:00:00,2.8333333333333335,4191.364433333334
2025-02-22,53,2025-02-22,06:00:00,3.0,4475.6337
2025-02-22,54,2025-02-22,06:00:00,3.1666666666666665,4700.451433333334
2025-02-22,55,2025-02-22,06:00:00,3.3333333333333335,4925.269166666667
2025-02-22,56,2025-02-22,06:00:00,3.5,5150.0869
2025-02-22,57,2025-02-22,06:00:00,3.6666666666666665,5374.904633333334
2025-02-22,58,2025-02-22,06:00:00,3.8333333333333335,5599.722366666667
2025-02-22,59,2025-02-22,06:00:00,4.0,5824.5401
2025-02-22,60,2025-02-22,06:00:00,4.166666666666667,5992.695566666667
2025-02-22,61,2025-02-22,06:00:00,4.333333333333333,6160.851033333333
2025-02-22,62,2025-02-22,06:00:00,4.5,6329.0064999999995
2025-02-22,63,2025-02-22,06:00:00,4.666666666666667,6497.161966666667
2025-02-22,64,2025-02-22,06:00:00,4.833333333333333,6665.317433333334
2025-02-22,65,2025-02-22,06:00:00,5.0,6833.4729
2025-02-22,66,2025-02-22,06:00:00,5.166666666666667,6842.934816666666
2025-02-22,67,2025-02-22,06:00:00,5.333333333333333,6852.396733333333
2025-02-22,68,2025-02-22,06:00:00,5.5,6861.85865
2025-02-22,69,2025-02-22,06:00:00,5.666666666666667,6871.320566666666
2025-02-22,70,2025-02-22,06:00:00,5.833333333333333,6880.7824833333325
2025-02-22,71,2025-02-22,06:00:00,6.0,6890.2444
2025-02-22,72,2025-02-22,06:00:00,6.166666666666667,6805.527599999999
2025-02-22,73,2025-02-22,06:00:00,6.333333333333333,6720.810799999999
2025-02-22,74,2025-02-22,06:00:00,6.5,6636.093999999999
2025-02-22,75,2025-02-22,06:00:00,6.666666666666667,6551.3772
2025-02-22,76,2025-02-22,06:00:00,6.833333333333333,6466.6604
2025-02-22,77,2025-02-22,12:00:00,1.0,6687.1474
2025-02-22,78,2025-02-22,12:00:00,1.1666666666666667,6582.938933333333
2025-02-22,79,2025-02-22,12:00:00,1.3333333333333333,6478.730466666667
2025-02-22,80,2025-02-22,12:00:00,1.5,6374.522
2025-02-22,81,2025-02-22,12:00:00,1.6666666666666667,6270.313533333333
2025-02-22,82,2025-02-22,12:00:00,1.8333333333333333,6166.105066666667
2025-02-22,83,2025-02-22,12:00:00,2.0,6061.8966
2025-02-22,84,2025-02-22,12:00:00,2.1666666666666665,5796.4362
2025-02-22,85,2025-02-22,12:00:00,2.3333333333333335,5530.9758
2025-02-22,86,2025-02-22,12:00:00,2.5,5265.5154
2025-02-22,87,2025-02-22,12:00:00,2.6666666666666665,5000.055
2025-02-22,88,2025-02-22,12:00:00,2.8333333333333335,4734.5946
2025-02-22,89,2025-02-22,12:00:00,3.0,4469.1342
2025-02-22,90,2025-02-22,12:00:00,3.1666666666666665,4164.346216666667
2025-02-22,91,2025-02-22,12:00:00,3.3333333333333335,3859.5582333333336
2025-02-22,92,2025-02-22,12:00:00,3.5,3554.7702500000005
2025-02-22,93,2025-02-22,12:00:00,3.6666666666666665,3249.982266666667
2025-02-22,94,2025-02-22,12:00:00,3.8333333333333335,2945.1942833333333
2025-02-22,95,2025-02-22,12:00:00,4.0,2640.4063
2025-02-22,96,2025-02-22,12:00:00,4.166666666666667,2344.8362
2025-02-22,97,2025-02-22,12:00:00,4.333333333333333,2049.2661
2025-02-22,98,2025-02-22,12:00:00,4.5,1753.696
2025-02-22,99,2025-02-22,12:00:00,4.666666666666667,1458.1259
2025-02-22,100,2025-02-22,12:00:00,4.833333333333333,1162.5557999999999
2025-02-22,101,2025-02-22,12:00:00,5.0,866.9857
2025-02-22,102,2025-02-22,12:00:00,5.166666666666667,722.4880833333333
2025-02-22,103,2025-02-22,12:00:00,5.333333333333333,577.9904666666666
2025-02-22,104,2025-02-22,12:00:00,5.5,433.49285
2025-02-22,105,2025-02-22,12:00:00,5.666666666666667,288.9952333333333
2025-02-22,106,2025-02-22,12:00:00,5.833333333333333,144.49761666666666
2025-02-22,107,2025-02-22,12:00:00,6.0,0.0
2025-02-22,108,2025-02-22,12:00:00,6.166666666666667,0.0
2025-02-22,109,2025-02-22,12:00:00,6.333333333333333,0.0
2025-02-22,110,2025-02-22,12:00:00,6.5,0.0
2025-02-22,111,2025-02-22,12:00:00,6.666666666666667,0.0
2025-02-22,112,2025-02-22,12:00:00,6.833333333333333,0.0
2025-02-22,113,2025-02-22,18:00:00,1.0,0.0
2025-02-22,114,2025-02-22,18:00:00,1.1666666666666667,0.0
2025-02-22,115,2025-02-22,18:00:00,1.3333333333333333,0.0
2025-02-22,116,2025-02-22,18:00:00,1.5,0.0
2025-02-22,117,2025-02-22,18:00:00,1.6666666666666667,0.0
2025-02-22,118,2025-02-22,18:00:00,1.8333333333333333,0.0
2025-02-22,119,2025-02-22,18:00:00,2.0,0.0
2025-02-22,120,2025-02-22,18:00:00,2.1666666666666665,0.0
2025-02-22,121,2025-02-22,18:00:00,2.3333333333333335,0.0
2025-02-22,122,2025-02-22,18:00:00,2.5,0.0
2025-02-22,123,2025-02-22,18:00:00,2.6666666666666665,0.0
2025-02-22,124,2025-02-22,18:00:00,2.8333333333333335,0.0
2025-02-22,125,2025-02-22,18:00:00,3.0,0.0
2025-02-22,126,2025-02-22,18:00:00,3.1666666666666665,0.0
2025-02-22,127,2025-02-22,18:00:00,3.3333333333333335,0.0
2025-02-22,128,2025-02-22,18:00:00,3.5,0.0
2025-02-22,129,2025-02-22,18:00:00,3.6666666666666665,0.0
2025-02-22,130,2025-02-22,18:00:00,3.8333333333333335,0.0
2025-02-22,131,2025-02-22,18:00:00,4.0,0.0
2025-02-22,132,2025-02-22,18:00:00,4.166666666666667,0.0
2025-02-22,133,2025-02-22,18:00:00,4.333333333333333,0.0
2025-02-22,134,2025-02-22,18:00:00,4.5,0.0
2025-02-22,135,2025-02-22,18:00:00,4.666666666666667,0.0
2025-02-22,136,2025-02-22,18:00:00,4.833333333333333,0.0
2025-02-22,137,2025-02-22,18:00:00,5.0,0.0
2025-02-22,138,2025-02-22,18:00:00,5.166666666666667,0.0
2025-02-22,139,2025-02-22,18:00:00,5.333333333333333,0.0
2025-02-22,140,2025-02-22,18:00:00,5.5,0.0
2025-02-22,141,2025-02-22,18:00:00,5.666666666666667,0.0
2025-02-22,142,2025-02-22,18:00:00,5.833333333333333,0.0
2025-02-22,143,2025-02-22,18:00:00,6.0,0.0
2025-02-23,0,2025-02-22,18:00:00,6.166666666666667,0.0
2025-02-23,1,2025-02-22,18:00:00,6.333333333333333,0.0
2025-02-23,2,2025-02-22,18:00:00,6.5,0.0
2025-02-23,3,2025-02-22,18:00:00,6.666666666666667,0.0
2025-02-23,4,2025-02-22,18:00:00,6.833333333333333,0.0
2025-02-23,5,2025-02-23,00:00:00,1.0,0.0
2025-02-23,6,2025-02-23,00:00:00,1.1666666666666667,0.0
2025-02-23,7,2025-02-23,00:00:00,1.3333333333333333,0.0
2025-02-23,8,2025-02-23,00:00:00,1.5,0.0
2025-02-23,9,2025-02-23,00:00:00,1.6666666666666667,0.0
2025-02-23,10,2025-02-23,00:00:00,1.8333333333333333,0.0
2025-02-23,11,2025-02-23,00:00:00,2.0,0.0
2025-02-23,12,2025-02-23,00:00:00,2.1666666666666665,0.0
2025-02-23,13,2025-02-23,00:00:00,2.3333333333333335,0.0
2025-02-23,14,2025-02-23,00:00:00,2.5,0.0
2025-02-23,15,2025-02-23,00:00:00,2.6666666666666665,0.0
2025-02-23,16,2025-02-23,00:00:00,2.8333333333333335,0.0
2025-02-23,17,2025-02-23,00:00:00,3.0,0.0
2025-02-23,18,2025-02-23,00:00:00,3.1666666666666665,0.0
2025-02-23,19,2025-02-23,00:00:00,3.3333333333333335,0.0
2025-02-23,20,2025-02-23,00:00:00,3.5,0.0
2025-02-23,21,2025-02-23,00:00:00,3.6666666666666665,0.0
2025-02-23,22,2025-02-23,00:00:00,3.8333333333333335,0.0
2025-02-23,23,2025-02-23,00:00:00,4.0,0.0
2025-02-23,24,2025-02-23,00:00:00,4.166666666666667,0.0
2025-02-23,25,2025-02-23,00:00:00,4.333333333333333,0.0
2025-02-23,26,2025-02-23,00:00:00,4.5,0.0
2025-02-23,27,2025-02-23,00:00:00,4.666666666666667,0.0
2025-02-23,28,2025-02-23,00:00:00,4.833333333333333,0.0
2025-02-23,29,2025-02-23,00:00:00,5.0,0.0
2025-02-23,30,2025-02-23,00:00:00,5.166666666666667,0.0
2025-02-23,31,2025-02-23,00:00:00,5.333333333333333,0.0
2025-02-23,32,2025-02-23,00:00:00,5.5,0.0
2025-02-23,33,2025-02-23,00:00:00,5.666666666666667,0.0
2025-02-23,34,2025-02-23,00:00:00,5.833333333333333,0.0
2025-02-23,35,2025-02-23,00:00:00,6.0,0.0
2025-02-23,36,2025-02-23,00:00:00,6.166666666666667,140.24818333333332
2025-02-23,37,2025-02-23,00:00:00,6.333333333333333,280.49636666666663
2025-02-23,38,2025-02-23,00:00:00,6.5,420.74455
2025-02-23,39,2025-02-23,00:00:00,6.666666666666667,560.9927333333333
2025-02-23,40,2025-02-23,00:00:00,6.833333333333333,701.2409166666667
2025-02-23,41,2025-02-23,06:00:00,1.0,837.5359
2025-02-23,42,2025-02-23,06:00:00,1.1666666666666667,1131.1120166666667
2025-02-23,43,2025-02-23,06:00:00,1.3333333333333333,1424.6881333333333
2025-02-23,44,2025-02-23,06:00:00,1.5,1718.2642500000002
2025-02-23,45,2025-02-23,06:00:00,1.6666666666666667,2011.8403666666668
2025-02-23,46,2025-02-23,06:00:00,1.8333333333333333,2305.4164833333334
2025-02-23,47,2025-02-23,06:00:00,2.0,2598.9926
2025-02-23,48,2025-02-23,06:00:00,2.1666666666666665,3001.1152833333335
2025-02-23,49,2025-02-23,06:00:00,2.3333333333333335,3403.2379666666666
2025-02-23,50,2025-02-23,06:00:00,2.5,3805.3606499999996
2025-02-23,51,2025-02-23,06:00:00,2.6666666666666665,4207.483333333334
2025-02-23,52,2025-02-23,06:00:00,2.8333333333333335,4609.606016666667
2025-02-23,53,2025-02-23,06:00:00,3.0,5011.7287
2025-02-23,54,2025-02-23,06:00:00,3.1666666666666665,5120.938233333333
2025-02-23,55,2025-02-23,06:00:00,3.3333333333333335,5230.147766666666
2025-02-23,56,2025-02-23,06:00:00,3.5,5339.3573
2025-02-23,57,2025-02-23,06:00:00,3.6666666666666665,5448.566833333333
2025-02-23,58,2025-02-23,06:00:00,3.8333333333333335,5557.776366666666
2025-02-23,59,2025-02-23,06:00:00,4.0,5666.9859
2025-02-23,60,2025-02-23,06:00:00,4.166666666666667,5910.187966666666
2025-02-23,61,2025-02-23,06:00:00,4.333333333333333,6153.390033333333
2025-02-23,62,2025-02-23,06:00:00,4.5,6396.5921
2025-02-23,63,2025-02-23,06:00:00,4.666666666666667,6639.794166666667
2025-02-23,64,2025-02-23,06:00:00,4.833333333333333,6882.996233333333
2025-02-23,65,2025-02-23,06:00:00,5.0,7126.1983
2025-02-23,66,2025-02-23,06:00:00,5.166666666666667,7084.151483333333
2025-02-23,67,2025-02-23,06:00:00,5.333333333333333,7042.104666666667
2025-02-23,68,2025-02-23,06:00:00,5.5,7000.05785
2025-02-23,69,2025-02-23,06:00:00,5.666666666666667,6958.011033333333
2025-02-23,70,2025-02-23,06:00:00,5.833333333333333,6915.964216666667
2025-02-23,71,2025-02-23,06:00:00,6.0,6873.9174
2025-02-23,72,2025-02-23,06:00:00,6.166666666666667,6869.269083333334
2025-02-23,73,2025-02-23,06:00:00,6.333333333333333,6864.620766666667
2025-02-23,74,2025-02-23,06:00:00,6.5,6859.97245
2025-02-23,75,2025-02-23,06:00:00,6.666666666666667,6855.3241333333335
2025-02-23,76,2025-02-23,06:00:00,6.833333333333333,6850.675816666667
2025-02-23,77,2025-02-23,12:00:00,1.0,7152.7266
2025-02-23,78,2025-02-23,12:00:00,1.1666666666666667,6973.646016666667
2025-02-23,79,2025-02-23,12:00:00,1.3333333333333333,6794.565433333333
2025-02-23,80,2025-02-23,12:00:00,1.5,6615.48485
2025-02-23,81,2025-02-23,12:00:00,1.6666666666666667,6436.404266666666
2025-02-23,82,2025-02-23,12:00:00,1.8333333333333333,6257.323683333333
2025-02-23,83,2025-02-23,12:00:00,2.0,6078.2431
2025-02-23,84,2025-02-23,12:00:00,2.1666666666666665,5899.56225
2025-02-23,85,2025-02-23,12:00:00,2.3333333333333335,5720.8814
2025-02-23,86,2025-02-23,12:00:00,2.5,5542.20055
2025-02-23,87,2025-02-23,12:00:00,2.6666666666666665,5363.5197
2025-02-23,88,2025-02-23,12:00:00,2.8333333333333335,5184.83885
2025-02-23,89,2025-02-23,12:00:00,3.0,5006.158
2025-02-23,90,2025-02-23,12:00:00,3.1666666666666665,4687.278066666667
2025-02-23,91,2025-02-23,12:00:00,3.3333333333333335,4368.398133333334
2025-02-23,92,2025-02-23,12:00:00,3.5,4049.5182000000004
2025-02-23,93,2025-02-23,12:00:00,3.6666666666666665,3730.638266666667
2025-02-23,94,2025-02-23,12:00:00,3.8333333333333335,3411.758333333333
2025-02-23,95,2025-02-23,12:00:00,4.0,3092.8784
2025-02-23,96,2025-02-23,12:00:00,4.166666666666667,2751.4659833333335
2025-02-23,97,2025-02-23,12:00:00,4.333333333333333,2410.0535666666665
2025-02-23,98,2025-02-23,12:00:00,4.5,2068.64115
2025-02-23,99,2025-02-23,12:00:00,4.666666666666667,1727.2287333333334
2025-02-23,100,2025-02-23,12:00:00,4.833333333333333,1385.8163166666664
2025-02-23,101,2025-02-23,12:00:00,5.0,1044.4039
2025-02-23,102,2025-02-23,12:00:00,5.166666666666667,870.3365833333334
2025-02-23,103,2025-02-23,12:00:00,5.333333333333333,696.2692666666667
2025-02-23,104,2025-02-23,12:00:00,5.5,522.20195
2025-02-23,105,2025-02-23,12:00:00,5.666666666666667,348.13463333333334
2025-02-23,106,2025-02-23,12:00:00,5.833333333333333,174.06731666666667
2025-02-23,107,2025-02-23,12:00:00,6.0,0.0
2025-02-23,108,2025-02-23,12:00:00,6.166666666666667,0.0
2025-02-23,109,2025-02-23,12:00:00,6.333333333333333,0.0
2025-02-23,110,2025-02-23,12:00:00,6.5,0.0
2025-02-23,111,2025-02-23,12:00:00,6.666666666666667,0.0
2025-02-23,112,2025-02-23,12:00:00,6.833333333333333,0.0
2025-02-23,113,2025-02-23,18:00:00,1.0,0.0
2025-02-23,114,2025-02-23,18:00:00,1.1666666666666667,0.0
2025-02-23,115,2025-02-23,18:00:00,1.3333333333333333,0.0
2025-02-23,116,2025-02-23,18:00:00,1.5,0.0
2025-02-23,117,2025-02-23,18:00:00,1.6666666666666667,0.0
2025-02-23,118,2025-02-23,18:00:00,1.8333333333333333,0.0
2025-02-23,119,2025-02-23,18:00:00,2.0,0.0
2025-02-23,120,2025-02-23,18:00:00,2.1666666666666665,0.0
2025-02-23,121,2025-02-23,18:00:00,2.3333333333333335,0.0
2025-02-23,122,2025-02-23,18:00:00,2.5,0.0
2025-02-23,123,2025-02-23,18:00:00,2.6666666666666665,0.0
2025-02-23,124,2025-02-23,18:00:00,2.8333333333333335,0.0
2025-02-23,125,2025-02-23,18:00:00,3.0,0.0
2025-02-23,126,2025-02-23,18:00:00,3.1666666666666665,0.0
2025-02-23,127,2025-02-23,18:00:00,3.3333333333333335,0.0
2025-02-23,128,2025-02-23,18:00:00,3.5,0.0
2025-02-23,129,2025-02-23,18:00:00,3.6666666666666665,0.0
2025-02-23,130,2025-02-23,18:00:00,3.8333333333333335,0.0
2025-02-23,131,2025-02-23,18:00:00,4.0,0.0
2025-02-23,132,2025-02-23,18:00:00,4.166666666666667,0.0
2025-02-23,133,2025-02-23,18:00:00,4.333333333333333,0.0
2025-02-23,134,2025-02-23,18:00:00,4.5,0.0
2025-02-23,135,2025-02-23,18:00:00,4.666666666666667,0.0
2025-02-23,136,2025-02-23,18:00:00,4.833333333333333,0.0
2025-02-23,137,2025-02-23,18:00:00,5.0,0.0
2025-02-23,138,2025-02-23,18:00:00,5.166666666666667,0.0
2025-02-23,139,2025-02-23,18:00:00,5.333333333333333,0.0
2025-02-23,140,2025-02-23,18:00:00,5.5,0.0
2025-02-23,141,2025-02-23,18:00:00,5.666666666666667,0.0
2025-02-23,142,2025-02-23,18:00:00,5.833333333333333,0.0
2025-02-23,143,2025-02-23,18:00:00,6.0,0.0
2025-02-24,0,2025-02-23,18:00:00,6.166666666666667,0.0
2025-02-24,1,2025-02-23,18:00:00,6.333333333333333,0.0
2025-02-24,2,2025-02-23,18:00:00,6.5,0.0
2025-02-24,3,2025-02-23,18:00:00,6.666666666666667,0.0
2025-02-24,4,2025-02-23,18:00:00,6.833333333333333,0.0
2025-02-24,5,2025-02-24,00:00:00,1.0,0.0
2025-02-24,6,2025-02-24,00:00:00,1.1666666666666667,0.0
2025-02-24,7,2025-02-24,00:00:00,1.3333333333333333,0.0
2025-02-24,8,2025-02-24,00:00:00,1.5,0.0
2025-02-24,9,2025-02-24,00:00:00,1.6666666666666667,0.0
2025-02-24,10,2025-02-24,00:00:00,1.8333333333333333,0.0
2025-02-24,11,2025-02-24,00:00:00,2.0,0.0
2025-02-24,12,2025-02-24,00:00:00,2.1666666666666665,0.0
2025-02-24,13,2025-02-24,00:00:00,2.3333333333333335,0.0
2025-02-24,14,2025-02-24,00:00:00,2.5,0.0
2025-02-24,15,2025-02-24,00:00:00,2.6666666666666665,0.0
2025-02-24,16,2025-02-24,00:00:00,2.8333333333333335,0.0
2025-02-24,17,2025-02-24,00:00:00,3.0,0.0
2025-02-24,18,2025-02-24,00:00:00,3.1666666666666665,0.0
2025-02-24,19,2025-02-24,00:00:00,3.3333333333333335,0.0
2025-02-24,20,2025-02-24,00:00:00,3.5,0.0
2025-02-24,21,2025-02-24,00:00:00,3.6666666666666665,0.0
2025-02-24,22,2025-02-24,00:00:00,3.8333333333333335,0.0
2025-02-24,23,2025-02-24,00:00:00,4.0,0.0
2025-02-24,24,2025-02-24,00:00:00,4.166666666666667,0.0
2025-02-24,25,2025-02-24,00:00:00,4.333333333333333,0.0
2025-02-24,26,2025-02-24,00:00:00,4.5,0.0
2025-02-24,27,2025-02-24,00:00:00,4.666666666666667,0.0
2025-02-24,28,2025-02-24,00:00:00,4.833333333333333,0.0
2025-02-24,29,2025-02-24,00:00:00,5.0,0.0
2025-02-24,30,2025-02-24,00:00:00,5.166666666666667,0.0
2025-02-24,31,2025-02-24,00:00:00,5.333333333333333,0.0
2025-02-24,32,2025-02-24,00:00:00,5.5,0.0
2025-02-24,33,2025-02-24,00:00:00,5.666666666666667,0.0
2025-02-24,34,2025-02-24,00:00:00,5.833333333333333,0.0
2025-02-24,35,2025-02-24,00:00:00,6.0,0.0
2025-02-24,36,2025-02-24,00:00:00,6.166666666666667,142.54903333333334
2025-02-24,37,2025-02-24,00:00:00,6.333333333333333,285.0980666666667
2025-02-24,38,2025-02-24,00:00:00,6.5,427.6471
2025-02-24,39,2025-02-24,00:00:00,6.666666666666667,570.1961333333334
2025-02-24,40,2025-02-24,00:00:00,6.833333333333333,712.7451666666667
2025-02-24,41,2025-02-24,06:00:00,1.0,940.0509
2025-02-24,42,2025-02-24,06:00:00,1.1666666666666667,1254.8691333333334
2025-02-24,43,2025-02-24,06:00:00,1.3333333333333333,1569.6873666666665
2025-02-24,44,2025-02-24,06:00:00,1.5,1884.5056
2025-02-24,45,2025-02-24,06:00:00,1.6666666666666667,2199.3238333333334
2025-02-24,46,2025-02-24,06:00:00,1.8333333333333333,2514.142066666667
2025-02-24,47,2025-02-24,06:00:00,2.0,2828.9603
2025-02-24,48,2025-02-24,06:00:00,2.1666666666666665,3210.9885000000004
2025-02-24,49,2025-02-24,06:00:00,2.3333333333333335,3593.0167
2025-02-24,50,2025-02-24,06:00:00,2.5,3975.0449
2025-02-24,51,2025-02-24,06:00:00,2.6666666666666665,4357.0731
2025-02-24,52,2025-02-24,06:00:00,2.8333333333333335,4739.1013
2025-02-24,53,2025-02-24,06:00:00,3.0,5121.1295
2025-02-24,54,2025-02-24,06:00:00,3.1666666666666665,5263.0866
2025-02-24,55,2025-02-24,06:00:00,3.3333333333333335,5405.0437
2025-02-24,56,2025-02-24,06:00:00,3.5,5547.0008
2025-02-24,57,2025-02-24,06:00:00,3.6666666666666665,5688.957899999999
2025-02-24,58,2025-02-24,06:00:00,3.8333333333333335,5830.915
2025-02-24,59,2025-02-24,06:00:00,4.0,5972.8721
2025-02-24,60,2025-02-24,06:00:00,4.166666666666667,6104.849083333333
2025-02-24,61,2025-02-24,06:00:00,4.333333333333333,6236.8260666666665
2025-02-24,62,2025-02-24,06:00:00,4.5,6368.80305
2025-02-24,63,2025-02-24,06:00:00,4.666666666666667,6500.780033333333
2025-02-24,64,2025-02-24,06:00:00,4.833333333333333,6632.7570166666665
2025-02-24,65,2025-02-24,06:00:00,5.0,6764.734
2025-02-24,66,2025-02-24,06:00:00,5.166666666666667,6772.3301
2025-02-24,67,2025-02-24,06:00:00,5.333333333333333,6779.9262
2025-02-24,68,2025-02-24,06:00:00,5.5,6787.5223000000005
2025-02-24,69,2025-02-24,06:00:00,5.666666666666667,6795.1184
2025-02-24,70,2025-02-24,06:00:00,5.833333333333333,6802.7145
2025-02-24,71,2025-02-24,06:00:00,6.0,6810.3106
2025-02-24,72,2025-02-24,06:00:00,6.166666666666667,6800.017133333333
2025-02-24,73,2025-02-24,06:00:00,6.333333333333333,6789.723666666667
2025-02-24,74,2025-02-24,06:00:00,6.5,6779.4302
2025-02-24,75,2025-02-24,06:00:00,6.666666666666667,6769.136733333333
2025-02-24,76,2025-02-24,06:00:00,6.833333333333333,6758.843266666667
2025-02-24,77,2025-02-24,12:00:00,1.0,7251.5513
2025-02-24,78,2025-02-24,12:00:00,1.1666666666666667,7141.224166666667
2025-02-24,79,2025-02-24,12:00:00,1.3333333333333333,7030.897033333334
2025-02-24,80,2025-02-24,12:00:00,1.5,6920.5699
2025-02-24,81,2025-02-24,12:00:00,1.6666666666666667,6810.242766666666
2025-02-24,82,2025-02-24,12:00:00,1.8333333333333333,6699.915633333333
2025-02-24,83,2025-02-24,12:00:00,2.0,6589.5885
2025-02-24,84,2025-02-24,12:00:00,2.1666666666666665,6252.5768499999995
2025-02-24,85,2025-02-24,12:00:00,2.3333333333333335,5915.5652
2025-02-24,86,2025-02-24,12:00:00,2.5,5578.5535500000005
2025-02-24,87,2025-02-24,12:00:00,2.6666666666666665,5241.5419
2025-02-24,88,2025-02-24,12:00:00,2.8333333333333335,4904.53025
2025-02-24,89,2025-02-24,12:00:00,3.0,4567.5186
2025-02-24,90,2025-02-24,12:00:00,3.1666666666666665,4283.328566666667
2025-02-24,91,2025-02-24,12:00:00,3.3333333333333335,3999.1385333333337
2025-02-24,92,2025-02-24,12:00:00,3.5,3714.9485000000004
2025-02-24,93,2025-02-24,12:00:00,3.6666666666666665,3430.758466666667
2025-02-24,94,2025-02-24,12:00:00,3.8333333333333335,3146.5684333333334
2025-02-24,95,2025-02-24,12:00:00,4.0,2862.3784
2025-02-24,96,2025-02-24,12:00:00,4.166666666666667,2539.20685
2025-02-24,97,2025-02-24,12:00:00,4.333333333333333,2216.0353
2025-02-24,98,2025-02-24,12:00:00,4.5,1892.86375
